group,path,category,size,orig_size,sha256,completed_at,signature,manual
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_01975.wem,AI Bump,22372,22372,ecfb03952f1e0b383dc96eb03f75ba50d774ff6ec09a257794edc540d5b6f726,2026-05-21T21:05:32+00:00,033e904f5e421ae27779061826d2a1a6617a76d6fe70ac99a2fc4ca42d1f84af,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_01976.wem,AI Bump,20858,20858,6b707f8f942947bf4b73bf58e29d010d64dd668c47177649728ebee7097e3703,2026-05-21T21:05:35+00:00,da4f4001efe719874b47c96960eb962d3e149f638f17391ffe734c95cd41456f,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_01977.wem,AI Bump,12565,12565,5d084a6f20e7c2d842c719d0fabcd79c56195e9443f46fe0756b2a9fe8abf520,2026-05-21T21:05:38+00:00,de9ed0a6457ccd2297b6b1c6165b05ab9a6befcc1acdefd35d06dcad5993f0f9,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_01978.wem,AI Bump,16986,16986,87df19dfd00480d1abce2d7d83e2b11e2811d261a2b8df2bf642c4769af89627,2026-05-21T21:05:41+00:00,ac09a4789c435c1df21a4eb333f8f250143281b61c8639486cb1f7569bf52978,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_01979.wem,AI Bump,16351,16351,91c006029a9c6136a753fe86ccb6f3199cea7516269ab2c882cc613eff32b255,2026-05-21T21:05:44+00:00,ead9a8350b901651aeaf6ac15d5481c91ec154de3674cf41f71bd8592c8c4bde,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_03364.wem,AI Bump,11379,11379,56e19d27c7fe0ac26760c25de33aff27538ed0c9bd8e4315c242661eee67649c,2026-05-21T21:05:48+00:00,dac2cd888aa30a8b2c74eac81acca2c78e0316da1e40419721b2f233ed632c61,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_03365.wem,AI Bump,17682,17682,99b8ce05e893df304ce4e0c64d094d0dffe299553599675595e33cec06a4bac0,2026-05-21T21:05:51+00:00,cb1fcfef9161f802d89c0698efbc9e611c4f93cbf381442b74022ffa82b9ac16,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_03366.wem,AI Bump,20080,20080,4fcf99236dc59e59abd5573cba5be4bb343928d159b2b9d74a03e5089664ba65,2026-05-21T21:05:54+00:00,cba7ecf4fe61fd83e9c643ad470e9b1a0cfa6ccb44ff90daf93634907bae8e29,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_03367.wem,AI Bump,26204,26204,5662fdd951460002b3c089df0f630bed9c53422630fd8a4932bc85ab4e9444e1,2026-05-21T21:05:57+00:00,30addc1743033e495b34a44bc3118f7aa4c2975a79b6c0237f72934c62434c61,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_03368.wem,AI Bump,17347,17347,78dc3314c7331d6216d73324ab2dddd6a1249fb9c2a3efbca060fd4e68c6ff52,2026-05-21T21:06:00+00:00,5abbb65b1d480bf74ecd537f1b8ddae9a140a51cea684d5ec932f777cbec5c43,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_07986.wem,AI Bump,15096,15096,2ba86f6177d8ae886d1c5f0929d0862bf3513d0de21528feb8f73c85a8e3fb71,2026-05-21T21:06:03+00:00,e57b40626e5917636bb76dc01553a0d92e5b51408982c2a8118f9f640a5d5957,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_07987.wem,AI Bump,17490,17490,de2d360ea678a52c2f26322517e8ac415cf8e2c3aed8b20aabc7e7993f372192,2026-05-21T21:06:06+00:00,7c1698f5f5ef9adbb88cc316b546013fd25ea635a7d38f06a8ba4071e6ee840b,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_07988.wem,AI Bump,9039,9039,a823d3b07f7745829f37ce230795e52b88bbce05096525d213d00d00a6668f64,2026-05-21T21:06:09+00:00,31dc1a95808ad74f79a4043969846a4fa15445ed1f34a781d3cfdae6d9ed2f1d,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_07989.wem,AI Bump,23209,23209,37f476797789d6b90484ca059931100ca6c960e90543d65fd574637a7c14cc7c,2026-05-21T21:06:13+00:00,a75c1326d9e1a745db13313115bf9a8fa2ef17d32fbcc9746740e21b3cc57b2c,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_bump_07990.wem,AI Bump,17284,17284,f11380bc79b23c8f0e860685a6eccce6125b92f55f74ced7ec5f7e4887c9d01e,2026-05-21T21:06:15+00:00,cd7b854d01f21cab7e94dcf2007a93ba7af4fe8eb4b8ea2b513d2b5acfd968a2,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_02005.wem,AI Cheerful,23004,23004,794274f8132a954938c7a8e294db331a16a64d038c7d2c4ddfbf27dfae71d467,2026-05-21T21:06:17+00:00,f22ee715267f67e3c10d27052f9c2004d9028391717df849ce3325079ecede64,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_02006.wem,AI Cheerful,21292,21292,2613286c93381726b488bf4e9b14fd4f5e9bf98f95b1e2ebacdf46dbf3828857,2026-05-21T21:06:19+00:00,61a6afd456dd57a2a030deb25e89e60990ce4b06348f373b2566cf875ef156c2,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_02007.wem,AI Cheerful,13417,13417,d665074ce146bc2c82b000bb8c8e92e30ffcafad878bbbbeedc45c610909e965,2026-05-21T21:06:21+00:00,569b113c38ee4556db02b810351782b3de79e3316d8c3ac82c82a93a08d8bb9b,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_02008.wem,AI Cheerful,19061,19061,ecddef0c68c886ece04e4d0a0d331614a9f7e89d0455c66b05baa818e68db1e1,2026-05-21T21:06:23+00:00,87950dd131393f23fb363f3c9a010ad14f504b25dfee7485e83314870ebeb35f,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_02009.wem,AI Cheerful,25127,25127,9a5d55aedd188dafa40cdaaecbd22d6aa17d05b2c573d74ec621536c8fb13e91,2026-05-21T21:06:25+00:00,9ca817bd488e5de26d2aedbb0724a02a32b1256a984a146c3a3f7f9bf17e8697,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_03394.wem,AI Cheerful,23757,23757,880a5681c94c4da8382f890f8b30958848a5dd0d6532b0f2f990f80b0e1cc28d,2026-05-21T21:06:27+00:00,8103669c014d9c202c6b5c3fd249055a450faa6193cccee240d758fc3748e272,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_03395.wem,AI Cheerful,32135,32135,3eb7de0e1914f596fd4cc124b0676d70fefbb14ffe2ab2fb619a4c4929d55439,2026-05-21T21:06:29+00:00,8deda6c5a750763b6bd61bd6f13886074751d908132970de3b297039f43c748c,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_03396.wem,AI Cheerful,26245,26245,500bb4b4ababb665f7fc74a461679cc0f159fe0c3a7bf1e98cd4f6642058b88f,2026-05-21T21:06:31+00:00,9220acb5f0a04d48eb22bee062f37a54c7817a45126d7b2d6cbfc933e71f9350,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_03397.wem,AI Cheerful,23402,23402,0d9b4edca21957e239d8bc6471777ab1d91bdcaeefe0b3fee2b0a3f9c506336f,2026-05-21T21:06:33+00:00,f21075934a231f03effae56833f1cf731bb7ca4db88902a3865755f26ba96c5e,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_03398.wem,AI Cheerful,29907,29907,9f5c5216d5b713b74ac422934a00ce04f61ba9a06e63ffe784292cf44588e686,2026-05-21T21:06:36+00:00,cc3341601f3dd0f223a6033c7a4668ec85a044a0632fe005f3d408fce45a2b7f,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_08016.wem,AI Cheerful,22601,22601,44b24773456d051e41af98413ac5322802aa7a6d12dd0f844098666e4cdf88b8,2026-05-21T21:06:38+00:00,4c11bbb9bd427faade3c0f81d939e98f1845435296266c6fc7015007ec7bf729,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_08017.wem,AI Cheerful,19972,19972,454c3b84d109885b9848d3a552951137f5b4bcfbe569e091f67f14af7b85856d,2026-05-21T21:06:40+00:00,6c44ace87405f5f36e7d75b2bc42cd8b9cbface13c1f0d4c1337d4199a5bf7a7,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_08018.wem,AI Cheerful,17006,17006,3649a892f63ffe293575c4b5207266f367cf8d6b3fdd08bf29a151c85fb7e246,2026-05-21T21:06:42+00:00,6b29ea77aa1c73ca18e6ce47206a4c362b8939d7421fd94df8571e5cb440c777,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_08019.wem,AI Cheerful,17014,17014,c05258642afd3349726d2360a47f4acad4d5054933e0eae36d3d398ce0dc8ecf,2026-05-21T21:06:44+00:00,27621bd0ad2654cfd93fa0c52bb1d8250eec46daaf9c55a2188d5207bc1bafb8,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_cheerup_08020.wem,AI Cheerful,14711,14711,a0580bb2e9285da7d2d09c3814feb4fd23c7ff3ba849f97de2eeaa90d4d8ccc4,2026-05-21T21:06:46+00:00,3308c51086b6bedbf29d948967b23462ac168a4bc4d799b5756ad0bed827cec0,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_criminal_00601.wem,AI Criminal (Group),12991,12991,8390536b5668e75165ae16e4aaaba6d2c1fdb3fd1ecc063c2bb604be27313f70,2026-05-21T21:06:48+00:00,23ee8f7c13577147f094c24c24893ca2487549c742120812dcb3ed29f52241de,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_criminal_00602.wem,AI Criminal (Group),16223,16223,e709ead261ed4740a3e8a64de12be61d1990ce70ea13e8dcfcf8420dd79f9711,2026-05-21T21:06:50+00:00,221ab3c299873cf76fa03fd91d452444ea4c281697932b42e0b70795fc99eb7b,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_criminal_00603.wem,AI Criminal (Group),16661,16661,69dcd5959ca3ed29deb2ce5ae832be8b6b9783c03b8c85f4403e7346c0eb4dae,2026-05-21T21:06:52+00:00,891fe8f65f58304f83fdd1b81869da19f97831551ee44ebfeee1ad847cfe5ffd,True
0006,sound/ndm_adult_1_aidialogstringinfogroup_criminal_00604.wem,AI Criminal (Group),15566,15566,8c3c103bfe4a5476f4fdaaf1d9dcc242a8363c01bc68a047339e6b55a04b2f39,2026-05-21T21:06:54+00:00,d7a00b1293ec8d650c6221c07bb760e50ca4305ce7f64260b95eb5b29e5ba785,True
